id;weave_title;max_ar;ideal_ar;min_ar;date_uploaded;last_edited;tutorial_articles;other_articles;tags
1144;Deimos;;5.4;5.2;November 14, 2011, 1:33 pm;November 24, 2013, 5:30 pm;"Mars; Phobos; Deimos Tutorial";;European||Persian||Chain||Variant||Helm
1145;Phobos;;5.4;5.2;November 14, 2011, 1:36 pm;November 24, 2013, 5:29 pm;"Mars; Phobos; Deimos Tutorial";;European||Persian||Chain||Variant||Helm
1146;Inverted Round Lattice Sheet;;4.2;;November 13, 2011, 3:57 am;November 18, 2011, 7:19 pm;;;European||Sheet||Radial||Inverted||Variant||Mage
1147;Reversing Hilt Chain;;5.5|4.7;;November 28, 2011, 7:57 pm;November 29, 2011, 10:02 pm;;;European||Persian||Chain||Inverted||Variant
1148;Soyuz;;5.3;5.0;November 16, 2011, 8:59 pm;July 31, 2019, 7:38 pm;One and a Half Persian (Apollo) and Soyuz Tutorial;"Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";European||Persian||Chain||Variant
1149;Shuttle;;6.0;5.8;November 25, 2011, 7:01 am;July 31, 2019, 7:35 pm;;"Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";Persian||Chain||Variant
115;Byzantine Web;;3.3|4.0;;April 15, 2004, 6:20 am;July 21, 2011, 4:43 pm;"Byzantine Web (CGI; Same Ring Size)||Byzantine Web (Larger Connector Ring)";;European||Sheet||Web||Variant
1150;Universal Web;;5.4;;December 2, 2011, 1:45 am;December 2, 2011, 10:30 pm;;;Persian||Sheet||Web||Radial||Variant||Mobius
1151;Trizantine Sheet;;6.0;5.5;December 8, 2011, 7:03 pm;December 9, 2011, 5:31 pm;Dense Byzantine Sheet;;European||Sheet||Progression||Variant
1152;Universal Square;;7.2;;December 22, 2011, 12:15 am;January 26, 2012, 8:38 pm;;;Sheet||Variant||Mobius
1153;Universal Figure 8 Chain;;5.4;;January 16, 2012, 7:23 am;January 26, 2012, 8:39 pm;;;Chain||Mobized||Variant||Mobius
1154;Japanese 8 in 2;;2.8|4.0;2.6|3.8;January 22, 2012, 11:10 pm;February 2, 2016, 3:45 am;;Japanese Weaves: Minimum AR Considerations [Japanese,Mail Math,Weave Theory]||Houses of the Holey: Frame Construction [Sculpture,Japanese,Mail Math]||Japanese Weaves: Maintaining AR Density With Wire Diameter Adjustments [Japanese,Mail Math,Weave Theory];Japanese||Sheet||Kinged||Progression||Modification
1155;Elfweave Braid;;4.3;;January 24, 2012, 6:03 pm;February 3, 2012, 1:36 pm;;;European||Chain||Variant||Mobius
1156;Crotalus Diagonal;;5.4;;January 26, 2012, 5:45 pm;March 5, 2012, 6:21 pm;;;European||Sheet||Biased||Variant||Mobius
1157;Mutara;;7.9|6.2|4.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;February 6, 2012, 6:24 am;February 13, 2012, 5:37 pm;;;European||Japanese||Band||Modification||Helm
1158;Genesis;;7.9|6.2|4.0|3.0;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;February 6, 2012, 9:03 pm;April 29, 2012, 5:43 am;;;European||Japanese||Sheet||Variant||Helm
1159;Locked Twist;;4.2|3.7;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;February 29, 2012, 8:07 pm;March 1, 2012, 8:04 pm;;;European||Chain||Spiral||Variant||Mobius
116;Trinitymaille;;2.9;;August 5, 2009, 1:30 pm;February 21, 2014, 9:26 pm;"Trinitymaille (Simple Chain; Pre-closed Rings; Lockwashers)||Trinitymaille (Using European 4 in 1 as Stabilizer)||Trinitymaille Using Torsion and Tape";;European||Sheet||Alpha
1160;Elfbox;;4.1|4.7;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;March 1, 2012, 7:15 pm;March 1, 2012, 8:06 pm;;;European||Band||Variant||Mobius
1161;Rattler's Back;;5.4;;March 13, 2012, 8:12 pm;June 12, 2014, 1:53 am;;;Persian||Sheet||Variant
1162;Universal Triangle;;4.2;;March 23, 2012, 2:58 pm;April 9, 2016, 2:29 pm;Universal Triangle Tutorial (CGI);;Sheet||Variant||Mobius
1163;Aura Sheet;;5.2|4.1|3.4;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;March 26, 2012, 2:36 pm;January 9, 2016, 5:49 pm;;;European||Japanese||Sheet||Radial||Variant||Helm
1164;;;;;;;;;
1165;Moon Elf;;4.0|5.1;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;April 16, 2012, 6:49 am;January 10, 2016, 3:46 pm;;;European||Chain||Variant||Mobius
1166;Captive Zen Sheet Full;;3.7|5.1|5.9;3.6|4.9|5.8;May 25, 2012, 10:14 pm;October 9, 2013, 12:50 am;Captive Zen (CGI);;European||Japanese||Sheet||Variant||Helm
1167;Gotham;;4.3;;May 22, 2012, 8:48 am;May 30, 2012, 2:33 pm;;;European||Persian||Band||Variant||Helm
1168;Mountain Elf;;5.5|4.9;;June 4, 2012, 12:46 pm;June 4, 2012, 6:51 pm;;;European||Chain||Variant||Mobius
1169;Hidden Elf;;5.4|6.2;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;June 4, 2012, 12:49 pm;June 19, 2012, 3:42 pm;;;European||Chain||Variant||Mobius
117;Maille With a Twist;;5.0;;November 11, 2006, 7:16 pm;April 1, 2011, 8:10 pm;;;European||Sheet||Spiral||Variant
1170;Vanished Elf;;5.4|6.2;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;June 4, 2012, 12:51 pm;June 19, 2012, 3:41 pm;;;European||Chain||Progression||Variant||Mobius
1171;Mageschain;;4.2|6.3;;June 18, 2012, 5:58 pm;June 18, 2012, 6:04 pm;;;European||Sheet||Variant||Mage
1172;Not Tao Cross Lock;;5.0|6.1|4.6;;June 20, 2012, 8:35 am;July 6, 2012, 8:00 am;;;Japanese||Unit||Progression||Modification||Helm
1173;Onering;3.0|6.9;2.9|5.0;2.7|3.0;July 5, 2012, 8:15 pm;December 7, 2014, 6:23 pm;WHATIF - Variants of Jens Pind Linkage (JPL);;Persian||Chain||Spiral||Modification||Mobius
1174;Onering-5;;4.7|6.4;;July 5, 2012, 8:16 pm;July 16, 2012, 5:11 pm;;;Persian||Chain||Spiral||Progression||Modification||Mobius
1175;Maybe;;2.9|5.4;;July 5, 2012, 9:00 pm;July 17, 2012, 2:31 pm;;;Persian||Chain||Spiral||Variant||Mobius
1176;Mayday;;2.9|6.0;;July 5, 2012, 9:01 pm;July 17, 2012, 9:17 pm;;;Persian||Chain||Spiral||Variant||Mobius
1177;Mayfair;;2.9|6.0;;July 5, 2012, 9:03 pm;July 18, 2012, 2:30 pm;;;Persian||Chain||Spiral||Variant||Mobius
1178;Fourever Chain;2.9;2.7;2.6;July 20, 2012, 11:17 am;January 5, 2013, 1:56 am;Fourever Chain;;Chain||Variant||Mobius
1179;Platypus;;5.5;;July 21, 2012, 2:16 am;July 30, 2012, 6:42 pm;;;Persian||Chain||Variant||Rhino
118;Double Gridlock;;5.0;;November 11, 2006, 6:07 pm;March 10, 2011, 8:44 pm;;;European||Sheet||Variant
1180;Echidna;;5.6|6.3;;July 21, 2012, 4:54 am;August 28, 2012, 7:33 pm;;;Persian||Chain||Variant||Rhino
1181;Bilby;;5.6;;July 21, 2012, 6:42 am;August 27, 2012, 10:16 pm;;;European||Persian||Chain||Variant
1182;Hikaru;;5.8|3.0;;September 10, 2012, 5:57 am;October 3, 2018, 2:35 am;;;Japanese||Sheet||Variant
1183;Persian Box 5 in 1 Twist;;6.0;5.5;September 7, 2012, 12:45 pm;January 15, 2014, 4:18 pm;Persian Box 5 in 1 Twist;;Persian||Chain||Spiral||Variant
1184;Spiral Wrap Lock;;5.2;;September 18, 2012, 9:38 pm;August 29, 2013, 5:29 pm;;;European||Chain||Spiral||Variant||Mobius
1185;Elfstairs;;7.2;;September 14, 2012, 9:02 pm;September 20, 2012, 5:41 pm;;;European||Chain||Variant||Mobius
1186;Infinite Wings;;6.2|3.8|4.6|5.8|3.8;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;September 25, 2012, 6:28 pm;November 27, 2012, 3:53 pm;;;European||Band||Inverted||Modification
1187;Orbital Super Berus 4 in 1 Chain;;7.5|4.7;;October 2, 2012, 9:19 pm;December 28, 2015, 7:30 pm;;;European||Chain||Berus||Modification
1188;Bipolar Bees;;5.0|4.6;;September 17, 2012, 12:06 am;October 5, 2012, 2:20 pm;;;European||Chain||Variant||Helm
1189;Milieu;;7.2;;October 2, 2012, 10:06 pm;October 8, 2012, 5:17 pm;;;Persian||Sheet||Variant||Mobius
119;Lobster Tail;;5.0;;June 8, 2009, 3:55 am;April 1, 2011, 7:05 pm;Lobster Tail;;European||Persian||Chain||Variant
1190;Helm Orbiter;;5.0|7.1;;October 13, 2012, 10:04 pm;October 13, 2012, 11:14 pm;;;European||Chain||Modification||Helm
1191;Metropolis;;7.4;;October 5, 2012, 12:25 am;August 4, 2013, 7:08 pm;;;Persian||Chain||Variant
1192;Quad Reinforced Inverted Round;;7.2|8.8;5.8|7.0;October 16, 2012, 3:10 pm;November 14, 2018, 11:23 pm;;Inverted Round-based Weave Progressions & Variants [European,Connections,Orbital/Captive,Weave Theory]||Reinforced Weaves [European,Persian,Weave Theory];European||Chain||Inverted||Progression||Variant
1193;Quad Bore Worm;;5.8|7.0;;October 16, 2012, 3:18 pm;November 14, 2018, 11:23 pm;;Inverted Round-based Weave Progressions & Variants [European,Connections,Orbital/Captive,Weave Theory]||Reinforced Weaves [European,Persian,Weave Theory];European||Chain||Inverted||Progression||Variant
1194;Staggered Bore Worm Sheet;;7.0;5.2;October 17, 2012, 2:46 am;December 14, 2015, 4:02 pm;;Inverted Round-based Weave Progressions & Variants [European,Connections,Orbital/Captive,Weave Theory];European||Sheet||Inverted||Variant
1195;Never Again;;6.5;;October 29, 2012, 11:59 am;November 5, 2012, 7:12 pm;;;Persian||Chain||Variant
1196;Once Again;;4.8;;October 29, 2012, 12:05 pm;November 5, 2012, 7:15 pm;;;Persian||Chain||Variant
1197;Back Again;;4.8;;October 30, 2012, 10:26 am;November 5, 2012, 7:16 pm;;;Persian||Chain||Variant
1198;Granville/Blackgate/Gateway;;8.3;;November 6, 2012, 11:12 am;November 6, 2012, 5:46 pm;;;Persian||Chain||Modification||Rhino
1199;Inverse Magus Chain;4.4;4.2;4.0;November 26, 2012, 1:38 am;November 27, 2012, 3:32 pm;;;European||Chain||Inverted||Variant||Mage
12;Box Chain 4 in 1;;5.1;3.8;April 27, 2009, 4:41 am;October 1, 2019, 10:11 am;"Box Chain (CGI; Stitch Method)||Box Chain (Ring Flip Method)";;European||Chain||Alpha||Beginner
120;Spiral Round;;4.0;;November 8, 2002, 2:37 am;August 3, 2011, 4:59 pm;;;European||Chain||Variant
1200;Infinite Wings Sheet;;6.2|3.8|4.6|5.8|3.8;;November 28, 2012, 12:45 pm;November 28, 2012, 4:12 pm;;;European||Sheet||Inverted||Modification
1201;Come Again;;8.3;;November 14, 2012, 8:58 am;December 5, 2012, 3:28 pm;;;Persian||Chain||Variant
1202;Magic Beans;;6.0|5.0;;December 10, 2012, 6:35 pm;December 10, 2012, 6:37 pm;;;European||Japanese||Band||Variant||Helm
1203;Three Quarters Persian Berus;;5.2;;December 7, 2012, 9:19 pm;December 10, 2012, 7:03 pm;;;Persian||Chain||Berus||Variant
1204;Half Persian Split;;5.2;;December 8, 2012, 4:19 pm;November 20, 2019, 10:30 pm;;;Persian||Chain||Variant||Helm
1205;Sandstone;;4.2;3.9;December 10, 2012, 11:23 pm;December 16, 2012, 4:59 am;Sandstone Tutorial;;European||Persian||Chain||Variant
1206;Abhainn;;4.0|4.8;;December 12, 2012, 2:19 am;March 30, 2015, 9:01 pm;Abhainn;;European||Persian||Band||Alpha||Mage
1207;Aragon;;4.0|5.0;;November 14, 2012, 4:43 pm;March 13, 2020, 9:29 am;Aragon;;European||Persian||Band||Variant||Mage
1208;Half-Overfull Persian;;6.3;5.5;December 12, 2012, 2:19 pm;July 31, 2019, 7:34 pm;;"Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";Persian||Chain||Variant
1209;Parallel Elf Berus;;5.2;;December 16, 2012, 10:32 pm;March 29, 2018, 3:49 pm;;;European||Chain||Berus||Variant||Mobius
121;Orbital Bob;;8.7;;April 14, 2004, 9:23 pm;August 16, 2011, 8:49 pm;;;Japanese||Sheet||Orbital||Modification
1210;Power Grid Hex Web;;5.9;5.6;December 21, 2012, 11:02 am;December 21, 2012, 7:04 pm;;;European||Japanese||Sheet||Web||Orbital||Variant
1211;Borealis Unit;;7.9|4.1;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;January 2, 2013, 5:39 pm;February 1, 2013, 7:34 pm;;;European||Japanese||Unit||Modification||Helm
1212;Byzantine Ringmaille Zig-Zag;;3.6|6.2;;January 7, 2013, 6:07 pm;January 8, 2013, 12:34 am;;;European||Band||Biased||Modification
1213;Staggered Quad Reinforced Inverted Round Sheet;;7.2|8.8|5.8;;January 13, 2013, 6:25 pm;December 14, 2015, 4:03 pm;;Inverted Round-based Weave Progressions & Variants [European,Connections,Orbital/Captive,Weave Theory];European||Sheet||Inverted||Progression||Variant
1214;Odin's Eye;;3.1|4.9;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;January 19, 2013, 10:43 pm;January 20, 2013, 4:43 pm;;;European||Japanese||Chain||Modification||Helm
1215;Aura Sheet Variant;;5.2|7.5|4.1;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;January 15, 2013, 11:12 pm;January 28, 2013, 6:33 pm;;;European||Japanese||Sheet||Radial||Variant||Helm
1216;Quint Reinforced Inverted Round;;7.8|11;;January 18, 2013, 3:19 pm;December 14, 2015, 4:01 pm;;Inverted Round-based Weave Progressions & Variants [European,Connections,Orbital/Captive,Weave Theory];European||Chain||Inverted||Progression||Variant
1217;Quint Bore Worm;;7.2|8.8;;January 18, 2013, 3:22 pm;December 14, 2015, 4:01 pm;;Inverted Round-based Weave Progressions & Variants [European,Connections,Orbital/Captive,Weave Theory];European||Chain||Inverted||Progression||Variant
1218;Caledonia Marcellus;;5.4|5.6|4.1|4.5;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;January 27, 2013, 12:05 am;February 2, 2013, 1:00 am;;;European||Chain||Variant
1219;Born Again;;5.7;;January 31, 2013, 3:58 pm;January 31, 2013, 3:59 pm;;;Persian||Chain||Variant
122;Windmill;;5.5;5.0;July 20, 2009, 3:45 pm;July 3, 2019, 11:59 am;Windmill Weave Tutorial (CGI);;European||Chain||Alpha
1220;Byzantine Double Knot;;4.8;;February 3, 2013, 12:02 am;August 25, 2013, 8:52 pm;;;European||Chain||Modification
1221;Armageddon;;4.8;;February 4, 2013, 7:29 pm;February 4, 2013, 7:29 pm;;;Persian||Chain||Modification
1222;Doomsday;;4.8;;February 5, 2013, 5:25 pm;February 5, 2013, 5:25 pm;;;Persian||Chain||Variant
1223;Apocalypse;;5.4;;February 5, 2013, 5:32 pm;February 5, 2013, 5:33 pm;;;Persian||Chain||Modification
1224;Dragonback;;5.0;;January 21, 2013, 12:16 am;October 27, 2018, 6:26 am;Dragonback||Dragonback (from CGMaille) (Ex-CGMaille Tutorial);Dragonback vs. Persian Dragonscale: A Pictorial Comparison [European,Persian,Weave Theory,Theory];European||Persian||Band||Alpha
1225;Celtic Labyrinth Chain;;5.2|7.5|4.1|3.4;;January 25, 2013, 9:41 pm;May 6, 2015, 5:26 pm;;;European||Japanese||Chain||Modification||Helm
1226;Celtic Labyrinth Sheet Variant;;5.2|7.5|4.1|3.4;;January 25, 2013, 11:19 pm;May 6, 2015, 5:26 pm;;;European||Japanese||Sheet||Modification||Helm
1227;Celtic Mosaic Radial Sheet;;6.6|3.6|4.2|6.4;;February 9, 2013, 6:18 pm;November 26, 2018, 6:15 pm;;;European||Japanese||Sheet||Variant||Helm
1228;Half Persian 3 Interlock;;5.0;;March 15, 2013, 8:14 pm;March 15, 2013, 8:20 pm;;;Persian||Chain||Variant||Mage||Mobius
1229;Half Persian 4 Interlock;;5.0;;March 20, 2013, 6:05 pm;March 20, 2013, 6:06 pm;;;Persian||Chain||Progression||Variant||Mage||Mobius
123;Japanese 4 in 1 Box;;5.0;;November 12, 2006, 5:02 am;August 2, 2011, 7:30 pm;;;Japanese||Chain||Kinged||Variant
1230;Ridgeback;;5.0;;February 25, 2013, 11:20 am;March 29, 2013, 8:45 pm;;;European||Persian||Chain||Variant||Mobius
1231;Absolve;;5.0|4.1;;March 16, 2013, 12:00 pm;March 29, 2013, 8:51 pm;;;Chain||Variant||Mage
1232;Europa;;6.4;;March 16, 2013, 10:34 pm;November 20, 2013, 6:25 pm;;;European||Sheet||Biased||Variant
1233;Abstain;;3.7;;March 30, 2013, 12:48 am;January 6, 2014, 8:10 pm;Abstain;;Chain||Spiral||Variant||Mage||Mobius
1234;Candy Cane Cord Alternating;;5.2;;April 8, 2013, 9:41 pm;April 19, 2013, 5:55 pm;;;European||Chain||Variant
1235;Candy Cane Cord Spiral;;5.2;;April 19, 2013, 5:58 pm;April 19, 2013, 6:01 pm;;;European||Chain||Variant
1236;Water Lily Elfweave;;4.2|3.7;;April 19, 2013, 6:12 pm;April 20, 2013, 2:03 am;Water Lily Elfweave;;European||Chain||Modification||Rhino||Mobius
1237;Locked Half Persian 4 in 1 Spiral;;5.4;;March 24, 2013, 3:09 pm;April 19, 2013, 6:48 pm;;;Persian||Chain||Spiral||Variant
1238;Byzantine Maiden;;7.0|4.9|3.1;;April 22, 2013, 5:32 pm;May 21, 2013, 2:19 pm;;;European||Chain||Variant
1239;Lorelei;;5.3|4.0;;April 5, 2013, 5:24 pm;January 22, 2014, 7:33 pm;;;European||Chain||Variant||Mage||Mobius
124;Two-Way Spiral;;4.0;;November 8, 2006, 4:05 pm;August 9, 2011, 9:34 pm;;;Chain||Alpha||Mobius
1240;Orchid Sheet;;5.0;;April 29, 2013, 6:57 pm;April 29, 2013, 6:58 pm;;;European||Sheet||Variant
1241;Dragonsteps;;5.0|3.0;;April 18, 2013, 4:26 am;October 28, 2019, 3:12 pm;Dragonsteps;;European||Chain||Scaled||Variant||Helm
1242;Odin's Eye Sheet;;4.3|6.4;;April 29, 2013, 8:14 pm;April 29, 2013, 8:16 pm;;;European||Japanese||Sheet||Modification||Helm
1243;Box 8 in 1 Sheet;;6.4;;April 20, 2013, 10:30 am;May 13, 2013, 9:24 pm;;;European||Sheet||Variant
1244;Full Persian Sheet;;7.5;;April 20, 2013, 10:50 am;July 31, 2019, 3:59 pm;;"Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";Persian||Sheet||Variant
1245;Full Persian Gobi Chain;;9.1;;April 20, 2013, 11:00 am;July 31, 2019, 3:51 pm;;"Half Persian Weaves: Balanced; Unbalanced; and Sheet Progressions [Construction,Miscellaneous,Persian,Connections,Weave Theory]||Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";Persian||Chain||Variant
1246;Eris;;5.6;;April 25, 2013, 3:06 am;May 16, 2013, 4:01 am;;;European||Chain||Modification
1247;Enceladus Chain;;5.2;;May 21, 2013, 2:20 pm;July 31, 2019, 7:45 pm;;"Full Persian 6 in 1: Composition; Progression; Variants; Modifications; Sheet Expansions [Construction,Persian,Weave Theory]";European||Persian||Chain||Variant
1248;Dragon Toes;;6.0|4.0;;May 21, 2013, 8:38 pm;June 26, 2019, 10:15 pm;;;European||Persian||Chain||Scaled||Variant||Helm
1249;The Ensign Must Die;;5.1|4.0;;May 23, 2013, 4:38 pm;June 15, 2013, 12:11 am;;;European||Persian||Chain||Variant
125;Japanese 3 in 1 Octagon / Square Tessellation;;2.1|2.3;;October 3, 2006, 1:54 am;May 1, 2018, 3:04 am;;The Tessellation Theory of Japanese Weaves [Japanese,Weave Theory,Theory];Japanese||Sheet||Web||Variant
1250;Half Persian 3 Sheet 5 Crossover;;6.7;6.3;May 22, 2013, 6:29 pm;January 18, 2016, 11:12 pm;Half Persian 3 Sheet 5 Crossover Tutorial;;Persian||Sheet||Variant
1251;Ocean Waves;;5.8|3.3;;May 27, 2013, 7:56 pm;June 19, 2013, 7:02 pm;;;Chain||Spiral||Modification||Mobius
1252;Liberto Chain;;5.4|3.6;;June 1, 2013, 12:33 pm;June 19, 2013, 7:06 pm;;;European||Chain||Modification||Helm
1253;Byzee Beez To Butterflies Sheet;;8.0|4.3|3.5;;June 28, 2013, 2:01 pm;June 28, 2013, 2:02 pm;;;European||Sheet||Modification
1254;Callisto Chain;;4.0|6.0;;June 1, 2013, 12:53 pm;August 30, 2018, 10:26 am;Callisto Tutorial;;European||Chain||Berus||Modification||Helm||Mage
1255;Callisto Sheet;;4.0|6.0;;June 1, 2013, 12:57 pm;February 8, 2014, 10:11 pm;;;European||Sheet||Berus||Modification||Helm||Mage
1256;Persian Dragon Box Tail;;5.1;;July 11, 2013, 3:08 pm;July 11, 2013, 3:10 pm;;;European||Persian||Band||Inverted||Variant
1257;;;;;;;;;
1258;Abscond;6.5;3.5;;August 2, 2013, 1:54 am;August 7, 2013, 1:51 am;;;Japanese||Chain||Spiral||Variant||Mage
1259;Sext Bore Worm;;7.8|11.0;;August 20, 2013, 5:55 pm;December 14, 2015, 4:02 pm;;Inverted Round-based Weave Progressions & Variants [European,Connections,Orbital/Captive,Weave Theory];European||Chain||Inverted||Progression||Variant
126;Half Persian 3+1 in 1;;8.0;;December 9, 2006, 5:04 pm;October 10, 2018, 7:19 pm;;"Half Persian Weaves: Balanced; Unbalanced; and Sheet Progressions [Construction,Miscellaneous,Persian,Connections,Weave Theory]";Persian||Chain||Unbalanced||Variant
1260;Gryphon;;5.0|4.2;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;August 23, 2013, 3:00 pm;December 3, 2019, 9:05 pm;Gryphon & Gallifrey;;European||Persian||Chain||Variant
1261;Double-sided Snake Skin;;7.4|3.4;;August 7, 2013, 12:00 pm;August 26, 2013, 9:12 pm;;;European||Sheet||Modification
1262;Staggered Captive Hilt Chain Sheet;;7.4;;August 11, 2013, 6:57 pm;March 19, 2018, 5:40 pm;;;Persian||Sheet||Captive||Variant
1263;Celtic Wings;;5.5|3.5;;August 27, 2013, 3:49 pm;January 29, 2014, 11:11 pm;Celtic Wings & Celtic Wings Sheet;;European||Japanese||Band||Variant||Helm
1264;Celtic Wings Sheet;;5.5|3.5;;August 29, 2013, 10:16 pm;January 29, 2014, 11:11 pm;Celtic Wings & Celtic Wings Sheet;;European||Japanese||Sheet||Variant||Helm
1265;Kulah Khud;;5.0|4.2;AR'sShownareinMultipleWireSizes,seeWeaveDescriptionfordetails.;September 4, 2013, 2:54 pm;November 24, 2019, 9:55 pm;;;European||Chain||Modification||Helm
1266;;;;;;;;;
1267;Half Persian 4 Unbalanced Sheet 8 in 1;;8.0;;September 2, 2013, 10:22 pm;June 2, 2018, 1:07 am;;"Half Persian Weaves: Balanced; Unbalanced; and Sheet Progressions [Construction,Miscellaneous,Persian,Connections,Weave Theory]";Persian||Sheet||Unbalanced||Variant
1268;Fortuitous Platypus;;5.6;;September 7, 2013, 6:45 pm;September 7, 2013, 6:49 pm;;;Persian||Chain||Variant||Rhino
1269;Bellis Bondye;;4.7|2.1;;September 9, 2013, 8:28 pm;September 9, 2013, 8:30 pm;;;Chain||Spiral||Variant||Mage||Mobius
127;Half Persian 2+3 in 1;;7.0;5.7;December 9, 2006, 5:03 pm;September 1, 2018, 5:21 pm;Half Persian 5 in 1 (CGI);"Adding Half Persian Trim/ European-Persian Ratios [Patterns,European,Persian,Weave Theory,Theory]||Half Persian Weaves: Balanced; Unbalanced; and Sheet Progressions [Construction,Miscellaneous,Persian,Connections,Weave Theory]";Persian||Chain||Variant
1270;Arachnophobia;;5.2|5.5;;August 29, 2013, 5:50 pm;September 9, 2013, 8:34 pm;;;European||Chain||Inverted||Variant
1271;Dragon Tail Sheet;;5.3|3.3;;September 9, 2013, 8:35 pm;September 9, 2013, 8:36 pm;;;European||Sheet||Variant
1272;Unspiralled Snake;;4.1;;September 10, 2013, 5:45 pm;September 10, 2013, 5:48 pm;;;Chain||Spiral||Variant||Mobius
1273;Solstice;;3.8|3.5;;September 10, 2013, 5:50 pm;March 8, 2020, 4:50 pm;Solstice;;European||Unit||Modification
1274;Half Persian 7 in 1;;9.4;;September 9, 2013, 12:06 am;December 15, 2015, 2:08 pm;;"Half Persian Weaves: Balanced; Unbalanced; and Sheet Progressions [Construction,Miscellaneous,Persian,Connections,Weave Theory]";Persian||Chain||Progression||Variant
1275;Half Persian 7 in 1 Symmetrical;;9.4;;September 9, 2013, 1:25 am;December 15, 2015, 2:10 pm;;"Half Persian Weaves: Balanced; Unbalanced; and Sheet Progressions [Construction,Miscellaneous,Persian,Connections,Weave Theory]";Persian||Chain||Progression||Variant
